"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-2.87657931490784,0.184144397505573,-15.6213241014883,5.21120825480488e-55
"cadd",0.0882507272197089,0.00687576029117627,12.8350500137362,1.04335574602495e-37
"MAF_scaled",-0.0990650709314493,0.0249230880825614,-3.9748313131696,7.04291566121785e-05
